Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
389-25-3394,C,Izmir,Normal,Male,Electronic accessories,12,5,3,62,2/17/2019,18:06,Cash,59,5,3,9.4
279-62-1445,C,Izmir,Member,Female,Fashion accessories,13,1,1,13,2/21/2019,12:38,Cash,13,5,1,8.2
213-72-6612,A,Istanbul,Normal,Male,Food and beverages,43,2,4,91,3/20/2019,15:56,Cash,87,5,4,6.2
746-68-6593,C,Izmir,Member,Female,Sports and travel,87,2,9,183,1/11/2019,14:29,Credit card,174,5,9,9.7
836-82-5858,B,Ankara,Member,Male,Health and beauty,69,9,31,656,1/26/2019,19:14,Ewallet,624,5,31,4
583-72-1480,C,Izmir,Member,Male,Electronic accessories,37,4,7,156,1/31/2019,16:24,Ewallet,148,5,7,9.7
466-61-5506,B,Ankara,Member,Female,Electronic accessories,91,6,27,571,2/26/2019,10:52,Cash,544,5,27,5.3
721-86-6247,A,Istanbul,Normal,Female,Home and lifestyle,63,8,25,533,3/11/2019,12:55,Ewallet,507,5,25,7.4
289-65-5721,B,Ankara,Normal,Female,Fashion accessories,81,2,8,171,1/26/2019,19:28,Cash,163,5,8,6.5
545-46-3100,B,Ankara,Member,Female,Electronic accessories,11,3,2,33,3/12/2019,13:52,Credit card,32,5,2,8.7
418-02-5978,B,Ankara,Normal,Female,Health and beauty,84,9,38,795,2/11/2019,10:54,Cash,757,5,38,8
269-04-5750,B,Ankara,Member,Male,Fashion accessories,74,4,15,310,2/21/2019,18:31,Cash,295,5,15,6.7
157-13-5295,A,Istanbul,Member,Male,Health and beauty,52,10,26,545,3/9/2019,18:24,Ewallet,519,5,26,6.5
645-78-8093,A,Istanbul,Normal,Female,Sports and travel,93,2,9,196,1/20/2019,18:09,Ewallet,186,5,9,4.1
211-30-9270,C,Izmir,Normal,Male,Health and beauty,17,5,4,91,1/28/2019,15:16,Credit card,87,5,4,4.9
755-12-3214,C,Izmir,Member,Female,Fashion accessories,44,5,11,232,3/5/2019,17:07,Credit card,221,5,11,8.6
346-84-3103,B,Ankara,Member,Female,Electronic accessories,13,5,3,69,3/2/2019,19:26,Cash,66,5,3,4.3
478-06-7835,A,Istanbul,Normal,Male,Fashion accessories,90,1,4,94,1/11/2019,11:20,Ewallet,90,5,4,4.9
540-11-4336,A,Istanbul,Normal,Male,Food and beverages,25,9,11,236,1/11/2019,16:49,Credit card,224,5,11,5.6
448-81-5016,A,Istanbul,Normal,Male,Health and beauty,60,2,6,126,3/11/2019,12:01,Credit card,120,5,6,5.8
142-72-4741,C,Izmir,Member,Male,Fashion accessories,93,2,9,196,2/28/2019,18:37,Credit card,186,5,9,6
217-58-1179,A,Istanbul,Member,Male,Home and lifestyle,63,4,13,263,1/5/2019,11:25,Cash,251,5,13,4.2
376-02-8238,B,Ankara,Normal,Male,Home and lifestyle,94,8,38,789,2/2/2019,18:42,Credit card,751,5,38,8.3
530-90-9855,A,Istanbul,Member,Male,Home and lifestyle,48,8,19,400,1/1/2019,14:47,Cash,381,5,19,5.7
866-05-7563,B,Ankara,Member,Female,Electronic accessories,81,3,12,256,2/9/2019,19:43,Cash,244,5,12,4.8
604-70-6476,A,Istanbul,Member,Male,Fashion accessories,18,5,4,94,1/23/2019,14:04,Ewallet,90,5,4,6.8
799-71-1548,A,Istanbul,Member,Male,Electronic accessories,78,4,16,326,1/7/2019,16:11,Credit card,311,5,16,8.8
785-13-7708,B,Ankara,Normal,Male,Food and beverages,73,7,26,537,1/14/2019,19:06,Credit card,511,5,26,4.2
845-51-0542,B,Ankara,Member,Male,Food and beverages,47,9,21,440,2/2/2019,15:34,Ewallet,419,5,21,6.4
662-47-5456,C,Izmir,Member,Male,Fashion accessories,35,10,18,370,3/17/2019,19:06,Credit card,352,5,18,8.4
883-17-4236,C,Izmir,Normal,Female,Sports and travel,14,2,1,30,3/2/2019,19:44,Credit card,29,5,1,7.2
290-68-2984,A,Istanbul,Normal,Male,Home and lifestyle,24,4,5,100,3/16/2019,11:22,Cash,95,5,5,5.2
704-11-6354,A,Istanbul,Member,Male,Home and lifestyle,59,8,24,495,1/6/2019,11:23,Cash,471,5,24,8.9
110-48-7033,B,Ankara,Member,Male,Fashion accessories,33,4,7,137,1/29/2019,14:12,Cash,130,5,7,9
366-93-0948,A,Istanbul,Member,Male,Electronic accessories,66,1,3,70,1/31/2019,10:46,Credit card,66,5,3,9.7
729-09-9681,A,Istanbul,Member,Male,Home and lifestyle,26,6,8,163,2/5/2019,10:16,Ewallet,155,5,8,8.7
151-16-1484,A,Istanbul,Member,Male,Electronic accessories,32,4,6,135,2/13/2019,12:38,Ewallet,129,5,6,6.5
380-94-4661,C,Izmir,Member,Male,Electronic accessories,66,4,13,277,2/7/2019,13:05,Credit card,264,5,13,6.9
850-41-9669,A,Istanbul,Normal,Female,Electronic accessories,75,9,34,709,3/19/2019,13:25,Ewallet,676,5,34,6.2
821-07-3596,C,Izmir,Normal,Female,Fashion accessories,16,4,3,69,3/7/2019,14:53,Ewallet,66,5,3,5.6
655-85-5130,B,Ankara,Member,Female,Fashion accessories,38,4,8,161,3/13/2019,19:22,Cash,153,5,8,5.7
447-15-7839,A,Istanbul,Member,Female,Sports and travel,22,10,11,234,2/9/2019,11:00,Cash,222,5,11,4.2
154-74-7179,B,Ankara,Normal,Male,Sports and travel,54,1,3,57,2/26/2019,19:24,Ewallet,54,5,3,7.9
253-12-6086,A,Istanbul,Member,Female,Sports and travel,98,7,34,723,3/12/2019,12:43,Credit card,689,5,34,8.7
808-65-0703,C,Izmir,Normal,Male,Home and lifestyle,35,4,7,149,3/14/2019,17:22,Credit card,142,5,7,6.9
571-94-0759,B,Ankara,Member,Female,Food and beverages,75,10,37,783,1/8/2019,20:55,Cash,746,5,37,9.5
144-51-6085,A,Istanbul,Member,Male,Home and lifestyle,71,4,14,297,1/5/2019,16:05,Credit card,283,5,14,4.4
731-14-2199,A,Istanbul,Member,Female,Home and lifestyle,36,10,18,373,1/4/2019,13:34,Ewallet,355,5,18,7
783-09-1637,B,Ankara,Normal,Female,Sports and travel,67,5,17,354,3/6/2019,18:13,Ewallet,337,5,17,6.3
687-15-1097,C,Izmir,Member,Female,Health and beauty,21,2,2,44,1/3/2019,19:17,Cash,42,5,2,9.7
126-54-1082,A,Istanbul,Member,Female,Home and lifestyle,22,9,10,204,1/7/2019,11:44,Credit card,194,5,10,8.8
633-91-1052,A,Istanbul,Normal,Female,Home and lifestyle,12,2,1,25,1/27/2019,15:51,Cash,24,5,1,5.1
477-24-6490,B,Ankara,Normal,Female,Health and beauty,100,6,30,628,2/26/2019,16:52,Ewallet,598,5,30,7.9
566-19-5475,B,Ankara,Normal,Male,Fashion accessories,48,7,17,353,1/7/2019,20:52,Cash,336,5,17,6.2
526-86-8552,C,Izmir,Member,Female,Home and lifestyle,22,10,11,229,1/7/2019,17:36,Cash,218,5,11,7.1
376-56-3573,C,Izmir,Normal,Female,Fashion accessories,95,4,19,401,2/2/2019,13:23,Ewallet,382,5,19,6.4
537-72-0426,C,Izmir,Member,Male,Fashion accessories,71,10,36,745,3/20/2019,16:28,Cash,710,5,36,5.7
828-61-5674,A,Istanbul,Member,Male,Sports and travel,44,10,22,462,3/20/2019,19:57,Credit card,440,5,22,9.6
136-08-6195,A,Istanbul,Normal,Female,Home and lifestyle,70,8,28,588,2/15/2019,17:01,Credit card,560,5,28,6.4
523-38-0215,C,Izmir,Normal,Male,Home and lifestyle,37,1,2,39,3/6/2019,13:29,Credit card,37,5,2,7.9
490-29-1201,A,Istanbul,Normal,Female,Sports and travel,15,1,1,16,1/6/2019,11:09,Cash,15,5,1,6.5
667-92-0055,A,Istanbul,Member,Male,Health and beauty,100,6,30,629,3/4/2019,15:02,Ewallet,599,5,30,8.5
565-17-3836,A,Istanbul,Member,Female,Health and beauty,48,4,10,200,3/12/2019,14:21,Cash,191,5,10,9.1
498-41-1961,B,Ankara,Normal,Male,Health and beauty,67,5,17,350,2/20/2019,18:01,Cash,333,5,17,7.6
593-95-4461,C,Izmir,Member,Male,Home and lifestyle,75,1,4,79,3/24/2019,14:49,Cash,75,5,4,6.9
226-71-3580,C,Izmir,Normal,Female,Sports and travel,24,9,11,224,1/31/2019,12:02,Cash,214,5,11,9.5
283-79-9594,B,Ankara,Normal,Female,Food and beverages,49,7,17,357,1/25/2019,13:30,Credit card,340,5,17,5.2
430-60-3493,A,Istanbul,Member,Female,Home and lifestyle,95,7,33,697,2/3/2019,14:38,Cash,664,5,33,4.2
139-20-0155,B,Ankara,Member,Male,Electronic accessories,40,10,20,423,1/24/2019,17:37,Credit card,403,5,20,7
558-80-4082,C,Izmir,Normal,Male,Electronic accessories,28,7,10,205,3/14/2019,17:20,Ewallet,195,5,10,6
278-97-7759,A,Istanbul,Member,Female,Electronic accessories,62,1,3,66,2/18/2019,20:29,Cash,62,5,3,4.7
316-68-6352,A,Istanbul,Member,Female,Food and beverages,36,2,4,76,1/21/2019,10:00,Cash,73,5,4,7.1
585-03-5943,B,Ankara,Normal,Male,Health and beauty,18,10,9,190,3/13/2019,11:46,Ewallet,181,5,9,5.9
211-05-0490,C,Izmir,Member,Female,Electronic accessories,52,5,13,273,3/3/2019,13:42,Cash,260,5,13,7.5
727-75-6477,C,Izmir,Normal,Male,Electronic accessories,29,4,6,121,3/29/2019,14:44,Cash,115,5,6,6.4
744-02-5987,A,Istanbul,Member,Male,Home and lifestyle,78,6,24,494,1/10/2019,14:16,Ewallet,470,5,24,5.8
307-83-9164,A,Istanbul,Member,Male,Home and lifestyle,60,4,12,252,1/25/2019,15:54,Cash,240,5,12,4.5
779-06-0012,C,Izmir,Member,Female,Home and lifestyle,89,1,4,93,1/19/2019,10:21,Cash,89,5,4,7.7
446-47-6729,C,Izmir,Normal,Male,Fashion accessories,100,2,10,210,1/2/2019,18:09,Credit card,200,5,10,6.7
573-10-3877,B,Ankara,Member,Male,Health and beauty,39,1,2,41,3/12/2019,16:46,Credit card,39,5,2,4.7
735-06-4124,C,Izmir,Normal,Male,Food and beverages,49,1,2,51,2/25/2019,15:31,Cash,49,5,2,4.4
439-54-7422,A,Istanbul,Normal,Female,Electronic accessories,51,4,10,215,3/18/2019,17:15,Credit card,205,5,10,4.7
396-90-2219,B,Ankara,Normal,Female,Electronic accessories,15,8,6,126,2/23/2019,12:29,Cash,120,5,6,8.6
411-77-0180,A,Istanbul,Member,Male,Electronic accessories,72,7,25,531,3/26/2019,20:14,Ewallet,505,5,25,4.3
286-01-5402,A,Istanbul,Normal,Female,Sports and travel,40,7,14,296,3/30/2019,13:22,Cash,282,5,14,9.6
803-17-8013,A,Istanbul,Member,Female,Home and lifestyle,89,8,36,746,2/17/2019,17:09,Cash,710,5,36,4.1
512-98-1403,A,Istanbul,Member,Female,Electronic accessories,26,3,4,83,3/21/2019,10:40,Ewallet,79,5,4,4.7
848-42-2560,A,Istanbul,Normal,Female,Fashion accessories,82,2,8,172,3/5/2019,17:43,Cash,164,5,8,7.8
532-59-7201,B,Ankara,Member,Male,Sports and travel,80,6,24,504,1/31/2019,14:04,Cash,480,5,24,5.5
181-94-6432,C,Izmir,Member,Male,Fashion accessories,69,2,7,146,2/5/2019,19:05,Ewallet,139,5,7,9.7
870-76-1733,A,Istanbul,Member,Female,Food and beverages,14,5,4,75,2/1/2019,10:08,Credit card,71,5,4,4.4
423-64-4619,A,Istanbul,Member,Female,Health and beauty,16,9,7,147,3/7/2019,13:12,Cash,140,5,7,5
227-07-4446,C,Izmir,Member,Female,Electronic accessories,78,10,39,820,2/10/2019,20:51,Cash,781,5,39,4.4
174-36-3675,C,Izmir,Member,Male,Food and beverages,99,2,10,209,2/14/2019,17:29,Cash,199,5,10,5.2
428-83-5800,C,Izmir,Member,Female,Food and beverages,21,3,3,66,2/9/2019,10:25,Cash,63,5,3,7.3
603-07-0961,C,Izmir,Member,Male,Electronic accessories,75,5,19,393,1/10/2019,11:34,Cash,374,5,19,4.9
704-20-4138,C,Izmir,Member,Female,Health and beauty,30,7,10,218,3/11/2019,18:58,Credit card,208,5,10,8.1
787-15-1757,C,Izmir,Member,Male,Health and beauty,44,4,9,185,2/18/2019,16:28,Ewallet,176,5,9,8.4
649-11-3678,C,Izmir,Normal,Female,Food and beverages,23,9,10,217,2/26/2019,20:26,Cash,206,5,10,5.5
622-20-1945,C,Izmir,Normal,Female,Health and beauty,39,1,2,41,1/18/2019,15:08,Cash,39,5,2,8.4
372-94-8041,A,Istanbul,Normal,Male,Health and beauty,15,6,5,96,2/15/2019,18:03,Ewallet,92,5,5,9.8
563-91-7120,A,Istanbul,Normal,Female,Fashion accessories,62,5,15,324,3/8/2019,13:21,Cash,309,5,15,6.7
746-54-5508,A,Istanbul,Normal,Male,Home and lifestyle,22,6,6,136,1/17/2019,12:48,Credit card,129,5,6,9.4
276-54-0879,B,Ankara,Normal,Male,Sports and travel,98,4,20,411,3/12/2019,19:53,Ewallet,391,5,20,6.4
815-11-1168,A,Istanbul,Member,Male,Food and beverages,100,5,25,524,3/9/2019,19:09,Cash,499,5,25,5.4
719-76-3868,C,Izmir,Member,Male,Food and beverages,94,4,19,396,3/12/2019,16:30,Cash,377,5,19,8.6
730-61-8757,B,Ankara,Member,Male,Health and beauty,51,4,10,215,1/25/2019,10:11,Credit card,205,5,10,4
340-66-0321,A,Istanbul,Member,Male,Electronic accessories,36,4,7,153,3/25/2019,13:07,Cash,145,5,7,7.6
868-81-1752,B,Ankara,Normal,Male,Home and lifestyle,22,9,10,208,2/7/2019,18:48,Cash,198,5,10,6.8
634-97-8956,A,Istanbul,Normal,Male,Food and beverages,33,3,5,104,2/17/2019,17:27,Credit card,99,5,5,9.1
566-71-1091,A,Istanbul,Normal,Male,Fashion accessories,77,5,19,404,2/3/2019,15:59,Cash,385,5,19,5.5
442-48-3607,A,Istanbul,Member,Male,Food and beverages,23,2,2,49,3/14/2019,11:21,Credit card,47,5,2,7.9
835-16-0096,C,Izmir,Member,Male,Sports and travel,15,5,4,77,3/24/2019,13:48,Ewallet,74,5,4,8.5
527-09-6272,A,Istanbul,Member,Female,Electronic accessories,28,5,7,149,3/21/2019,10:17,Credit card,142,5,7,9.1
898-04-2717,A,Istanbul,Normal,Male,Fashion accessories,76,9,34,722,3/19/2019,15:49,Ewallet,688,5,34,7.5
692-27-8933,B,Ankara,Normal,Female,Sports and travel,58,6,17,365,2/24/2019,13:02,Cash,348,5,17,5.2
633-09-3463,C,Izmir,Normal,Female,Electronic accessories,48,3,7,150,3/28/2019,12:58,Credit card,143,5,7,9.5
374-17-3652,B,Ankara,Member,Female,Food and beverages,43,9,19,405,2/5/2019,15:26,Credit card,385,5,19,8.9
378-07-7001,B,Ankara,Member,Male,Electronic accessories,48,3,7,151,2/10/2019,18:23,Credit card,144,5,7,7.8
433-75-6987,B,Ankara,Member,Female,Health and beauty,56,7,20,411,3/5/2019,19:06,Ewallet,392,5,20,8.9
873-95-4984,B,Ankara,Member,Female,Health and beauty,77,7,27,565,2/15/2019,20:21,Cash,538,5,27,7.7
416-13-5917,C,Izmir,Normal,Female,Food and beverages,97,5,24,509,1/30/2019,16:24,Ewallet,485,5,24,9.3
150-89-8043,A,Istanbul,Normal,Male,Sports and travel,45,3,7,141,2/14/2019,15:04,Cash,134,5,7,6.2
135-84-8019,A,Istanbul,Normal,Female,Fashion accessories,78,9,35,736,2/27/2019,16:10,Ewallet,701,5,35,7.6
441-94-7118,A,Istanbul,Member,Male,Electronic accessories,72,1,4,76,2/4/2019,12:14,Cash,72,5,4,7.3
725-96-3778,C,Izmir,Member,Female,Home and lifestyle,89,8,36,750,1/20/2019,10:13,Cash,714,5,36,4.7
531-80-1784,A,Istanbul,Normal,Male,Electronic accessories,26,7,9,191,3/28/2019,17:38,Cash,182,5,9,5.1
400-45-1220,B,Ankara,Normal,Female,Health and beauty,14,10,7,142,2/27/2019,11:06,Credit card,135,5,7,4.8
860-79-0874,C,Izmir,Member,Female,Fashion accessories,99,10,50,1043,2/15/2019,14:53,Credit card,993,5,50,6.6
834-61-8124,A,Istanbul,Normal,Male,Electronic accessories,52,7,18,380,1/26/2019,18:22,Cash,362,5,18,5.5
115-99-4379,B,Ankara,Member,Female,Fashion accessories,55,7,19,402,3/14/2019,19:02,Credit card,383,5,19,8.5
565-67-6697,B,Ankara,Member,Male,Home and lifestyle,27,9,12,255,3/2/2019,14:16,Cash,243,5,12,4.8
320-49-6392,C,Izmir,Normal,Female,Electronic accessories,30,1,2,32,3/4/2019,15:44,Cash,30,5,2,8.4
889-04-9723,B,Ankara,Member,Female,Food and beverages,89,4,18,374,1/7/2019,12:20,Credit card,357,5,18,7.8
632-90-0281,C,Izmir,Normal,Female,Fashion accessories,38,10,19,394,3/8/2019,20:01,Credit card,376,5,19,9.3
554-42-2417,C,Izmir,Normal,Female,Sports and travel,95,10,48,1002,1/9/2019,13:45,Cash,954,5,48,5.2
453-63-6187,B,Ankara,Normal,Male,Electronic accessories,28,3,4,87,3/1/2019,15:40,Ewallet,83,5,4,6.5
578-80-7669,B,Ankara,Normal,Male,Sports and travel,75,1,4,79,3/16/2019,16:58,Cash,75,5,4,5.6
612-36-5536,A,Istanbul,Member,Male,Food and beverages,81,8,32,680,2/17/2019,11:12,Credit card,648,5,32,7.4
605-72-4132,C,Izmir,Normal,Female,Food and beverages,94,8,38,794,2/27/2019,15:12,Cash,756,5,38,9.1
471-41-2823,C,Izmir,Normal,Male,Food and beverages,100,2,10,210,3/7/2019,20:37,Ewallet,200,5,10,8
462-67-9126,A,Istanbul,Normal,Male,Home and lifestyle,73,6,22,461,1/21/2019,17:44,Cash,439,5,22,7.2
272-27-9238,C,Izmir,Normal,Female,Food and beverages,41,4,8,173,2/19/2019,16:23,Cash,165,5,8,7.1
834-25-9262,C,Izmir,Normal,Female,Fashion accessories,82,4,16,343,1/6/2019,12:12,Cash,327,5,16,9.1
122-61-9553,C,Izmir,Normal,Female,Electronic accessories,51,9,23,485,3/14/2019,19:33,Cash,462,5,23,5.6
468-88-0009,A,Istanbul,Member,Male,Home and lifestyle,66,4,13,277,3/24/2019,10:29,Cash,264,5,13,6
613-59-9758,C,Izmir,Normal,Female,Sports and travel,14,10,7,151,1/27/2019,14:28,Cash,144,5,7,5.4
254-31-0042,A,Istanbul,Member,Male,Electronic accessories,22,9,10,203,3/6/2019,12:46,Credit card,194,5,10,7.8
201-86-2184,B,Ankara,Member,Female,Electronic accessories,26,7,9,193,2/2/2019,19:40,Cash,184,5,9,9.9
261-12-8671,B,Ankara,Normal,Female,Fashion accessories,61,2,6,128,1/25/2019,19:39,Credit card,122,5,6,4.9
730-70-9830,C,Izmir,Normal,Female,Home and lifestyle,70,6,21,442,3/14/2019,17:54,Ewallet,421,5,21,5.2
382-25-8917,C,Izmir,Normal,Male,Fashion accessories,42,6,13,265,1/29/2019,12:25,Cash,252,5,13,8.9
422-29-8786,A,Istanbul,Normal,Female,Home and lifestyle,67,5,17,352,1/3/2019,16:47,Credit card,335,5,17,9.1
667-23-5919,A,Istanbul,Member,Female,Fashion accessories,97,5,24,508,1/14/2019,12:52,Ewallet,484,5,24,7
843-01-4703,B,Ankara,Member,Female,Home and lifestyle,35,9,16,334,1/5/2019,19:50,Credit card,318,5,16,9.6
743-88-1662,C,Izmir,Normal,Male,Sports and travel,95,7,33,702,2/22/2019,18:17,Ewallet,668,5,33,8.7
595-86-2894,C,Izmir,Member,Male,Fashion accessories,97,4,19,407,2/6/2019,17:20,Ewallet,388,5,19,9.4
182-69-8360,B,Ankara,Normal,Female,Electronic accessories,24,4,5,99,1/30/2019,13:32,Credit card,95,5,5,4
289-15-7034,A,Istanbul,Member,Male,Sports and travel,82,4,16,346,1/11/2019,10:37,Credit card,329,5,16,7.5
462-78-5240,C,Izmir,Normal,Female,Electronic accessories,27,2,3,56,3/19/2019,14:35,Cash,53,5,3,4.2
868-52-7573,B,Ankara,Normal,Female,Food and beverages,100,5,25,523,1/14/2019,12:09,Cash,498,5,25,9.9
153-58-4872,C,Izmir,Member,Female,Food and beverages,75,4,15,315,3/1/2019,15:32,Ewallet,300,5,15,4.2
662-72-2873,A,Istanbul,Normal,Female,Food and beverages,41,5,10,215,1/6/2019,13:58,Ewallet,205,5,10,9.9
525-88-7307,B,Ankara,Member,Male,Sports and travel,76,1,4,80,1/31/2019,13:19,Cash,76,5,4,5.8
689-16-9784,C,Izmir,Normal,Male,Food and beverages,47,6,14,295,3/11/2019,13:37,Cash,281,5,14,6
725-56-0833,A,Istanbul,Normal,Female,Health and beauty,32,10,16,339,2/20/2019,16:49,Credit card,323,5,16,10
394-41-0748,C,Izmir,Member,Female,Fashion accessories,54,9,24,511,1/27/2019,14:55,Ewallet,487,5,24,9.5
596-42-3999,B,Ankara,Normal,Male,Food and beverages,18,7,6,134,3/10/2019,14:04,Credit card,128,5,6,6.6
541-89-9860,C,Izmir,Member,Female,Fashion accessories,80,3,12,254,2/15/2019,12:31,Cash,241,5,12,8.1
173-82-9529,B,Ankara,Normal,Female,Fashion accessories,38,10,19,398,1/26/2019,14:51,Cash,380,5,19,9.7
563-36-9814,A,Istanbul,Member,Male,Electronic accessories,77,1,4,81,2/13/2019,18:27,Ewallet,77,5,4,7.2
308-47-4913,A,Istanbul,Member,Female,Sports and travel,52,10,26,549,3/9/2019,12:45,Credit card,523,5,26,6.2
885-17-6250,A,Istanbul,Normal,Female,Health and beauty,80,1,4,84,3/6/2019,10:36,Ewallet,80,5,4,7.3
726-27-2396,A,Istanbul,Normal,Female,Health and beauty,78,5,19,407,1/24/2019,20:36,Ewallet,388,5,19,4.3
316-01-3952,A,Istanbul,Normal,Female,Food and beverages,54,5,14,285,3/13/2019,14:16,Ewallet,271,5,14,4.6
760-54-1821,B,Ankara,Normal,Male,Home and lifestyle,14,9,6,128,3/15/2019,10:26,Cash,122,5,6,5.8
793-10-3222,B,Ankara,Member,Female,Health and beauty,41,6,12,259,3/5/2019,13:30,Credit card,246,5,12,8.3
346-12-3257,B,Ankara,Member,Male,Electronic accessories,19,9,9,182,3/4/2019,16:28,Cash,173,5,9,8
110-05-6330,C,Izmir,Normal,Female,Food and beverages,39,6,12,248,3/25/2019,20:18,Credit card,237,5,12,9.4
651-61-0874,C,Izmir,Normal,Male,Home and lifestyle,46,4,9,194,3/12/2019,20:04,Credit card,185,5,9,6.2
236-86-3015,C,Izmir,Member,Male,Home and lifestyle,14,1,1,15,2/4/2019,13:38,Ewallet,14,5,1,9.8
831-64-0259,B,Ankara,Normal,Female,Fashion accessories,40,5,10,209,2/22/2019,10:43,Ewallet,199,5,10,9.6
587-03-7455,C,Izmir,Member,Female,Fashion accessories,98,7,34,719,2/16/2019,17:30,Ewallet,685,5,34,4.9
882-40-4577,A,Istanbul,Member,Male,Sports and travel,67,4,13,282,1/19/2019,15:28,Credit card,269,5,13,8
732-67-5346,A,Istanbul,Normal,Male,Food and beverages,14,5,3,72,1/11/2019,19:07,Credit card,69,5,3,7.8
725-32-9708,B,Ankara,Member,Female,Fashion accessories,69,4,14,289,1/4/2019,19:01,Cash,275,5,14,4.1
256-08-8343,A,Istanbul,Normal,Female,Home and lifestyle,57,4,11,237,3/4/2019,19:48,Ewallet,226,5,11,5.5
372-26-1506,C,Izmir,Normal,Female,Fashion accessories,24,5,6,125,1/28/2019,19:24,Ewallet,119,5,6,5.4
244-08-0162,B,Ankara,Normal,Female,Health and beauty,34,10,17,359,1/2/2019,13:00,Cash,342,5,17,5.1
569-71-4390,B,Ankara,Normal,Male,Sports and travel,22,2,2,46,1/25/2019,14:29,Ewallet,44,5,2,6.9
132-23-6451,A,Istanbul,Member,Male,Health and beauty,21,5,5,110,1/4/2019,13:21,Cash,105,5,5,7.8
696-90-2548,A,Istanbul,Normal,Male,Sports and travel,26,3,4,81,3/10/2019,18:55,Ewallet,78,5,4,6.6
472-15-9636,A,Istanbul,Normal,Male,Home and lifestyle,51,8,20,428,3/22/2019,19:36,Ewallet,407,5,20,9.2
268-03-6164,B,Ankara,Normal,Male,Health and beauty,96,1,5,101,1/25/2019,16:28,Ewallet,96,5,5,7.8
750-57-9686,C,Izmir,Normal,Female,Home and lifestyle,45,4,9,191,1/8/2019,13:48,Credit card,182,5,9,8.7
186-09-3669,C,Izmir,Member,Female,Health and beauty,82,1,4,86,1/22/2019,10:57,Ewallet,82,5,4,9.2
848-07-1692,B,Ankara,Normal,Female,Health and beauty,57,2,6,120,1/12/2019,17:13,Ewallet,114,5,6,8.3
745-71-3520,A,Istanbul,Member,Female,Electronic accessories,25,7,9,185,2/4/2019,10:23,Cash,177,5,9,8.2
266-76-6436,C,Izmir,Member,Female,Food and beverages,39,3,6,122,3/28/2019,13:57,Ewallet,116,5,6,7.5
740-22-2500,C,Izmir,Normal,Female,Electronic accessories,84,3,13,265,1/23/2019,13:29,Cash,252,5,13,9.8
271-88-8734,C,Izmir,Member,Female,Fashion accessories,97,10,49,1021,2/8/2019,13:00,Credit card,972,5,49,8.7
301-81-8610,B,Ankara,Member,Male,Fashion accessories,25,8,10,214,3/19/2019,19:42,Credit card,203,5,10,6.7
489-64-4354,C,Izmir,Normal,Male,Fashion accessories,16,1,1,17,3/9/2019,15:36,Cash,16,5,1,5
198-84-7132,B,Ankara,Member,Male,Fashion accessories,41,9,18,384,1/2/2019,13:40,Cash,365,5,18,7
269-10-8440,A,Istanbul,Member,Male,Health and beauty,53,7,19,391,1/21/2019,18:01,Cash,372,5,19,8.9
650-98-6268,B,Ankara,Member,Female,Food and beverages,21,3,3,66,3/20/2019,13:53,Credit card,63,5,3,8
741-73-3559,B,Ankara,Normal,Male,Sports and travel,67,5,17,353,2/27/2019,17:27,Cash,336,5,17,6.9
325-77-6186,A,Istanbul,Member,Female,Home and lifestyle,91,10,45,952,3/8/2019,10:53,Ewallet,907,5,45,7.3
286-75-7818,B,Ankara,Normal,Male,Fashion accessories,69,2,7,145,1/31/2019,19:48,Credit card,138,5,7,6.9
574-57-9721,C,Izmir,Normal,Male,Food and beverages,43,2,4,91,3/8/2019,16:53,Ewallet,87,5,4,5.7
459-50-7686,A,Istanbul,Normal,Female,Electronic accessories,23,6,7,148,1/13/2019,19:14,Ewallet,141,5,7,6.4
616-87-0016,B,Ankara,Normal,Male,Fashion accessories,96,7,33,702,3/9/2019,14:36,Credit card,669,5,33,9.6
837-55-7229,B,Ankara,Normal,Female,Fashion accessories,47,1,2,50,2/22/2019,18:19,Credit card,47,5,2,6.8
751-69-0068,C,Izmir,Normal,Male,Sports and travel,99,9,45,938,3/19/2019,19:09,Ewallet,893,5,45,9
257-73-1380,C,Izmir,Member,Male,Sports and travel,83,4,17,348,1/20/2019,16:51,Ewallet,332,5,17,9.6
345-08-4992,A,Istanbul,Normal,Male,Home and lifestyle,34,6,10,214,3/8/2019,15:37,Credit card,204,5,10,7.7
549-96-4200,C,Izmir,Member,Male,Food and beverages,17,4,3,72,3/8/2019,20:15,Ewallet,68,5,3,7
810-60-6344,C,Izmir,Normal,Female,Electronic accessories,41,8,16,343,2/7/2019,14:38,Credit card,327,5,16,6.5
450-28-2866,C,Izmir,Member,Male,Food and beverages,17,5,4,92,1/15/2019,19:25,Cash,87,5,4,8.1
394-30-3170,B,Ankara,Member,Female,Sports and travel,88,8,35,743,3/22/2019,19:35,Credit card,707,5,35,4.3
138-17-5109,A,Istanbul,Member,Female,Home and lifestyle,89,9,40,843,1/15/2019,15:42,Credit card,803,5,40,6.5
192-98-7397,C,Izmir,Normal,Male,Fashion accessories,13,1,1,13,1/8/2019,14:11,Ewallet,13,5,1,9.5
301-11-9629,A,Istanbul,Normal,Female,Sports and travel,19,7,7,140,1/15/2019,10:43,Cash,134,5,7,9.7
